USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  25052 15484 ?        Ss   10:52   0:00 /sbin/init splash
himanshu    4130  0.0  0.7 2481108 118076 ?      Sl   10:56   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43049 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0fc7471c-329e-4b88-9bb6-7011cb16fc0a} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 4 tab
himanshu    4162  0.0  0.6 2477628 110472 ?      Sl   10:56   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43049 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {65241dc9-cacc-4eb8-90fe-1695a721f0b7} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 5 tab
himanshu    4211  0.0  0.2 255732 47024 ?        Sl   10:56   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20251106203603 -sandboxingKind 0 -prefsHandle 0:43191 -prefMapHandle 1:271230 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {ebf9a205-4dd7-46da-9ff8-6862503750e8} -parentPid 3965 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox-esr/browser 6 utility
himanshu    4249  0.8  1.9 2804160 306472 ?      Sl   10:56   0:14 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40462 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d192708f-9831-4a8f-be08-3e64de414d7c} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 7 tab
root        4700  0.1  0.0      0     0 ?        I    10:57   0:02 [kworker/u48:9-events_unbound]
root        9861  0.0  0.0      0     0 ?        I    11:07   0:00 [kworker/1:0-events]
himanshu   11228  0.0  0.0 461220  9440 ?        Sl   11:09   0:00 /usr/libexec/gvfsd-network --spawner :1.23 /org/gtk/gvfs/exec_spaw/1
himanshu   11238  0.0  0.0 388516  9292 ?        Sl   11:09   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.23 /org/gtk/gvfs/exec_spaw/2
himanshu   12949  0.0  0.0 387376  9488 ?        Sl   11:12   0:00 /usr/libexec/gvfsd-recent --spawner :1.23 /org/gtk/gvfs/exec_spaw/5
himanshu   13809  0.0  0.5 2435456 81144 ?       Sl   11:14   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40726 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {52bd5903-ecc1-4c66-b4b7-9073bffd6f31} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 19 tab
himanshu   13812  0.0  0.5 2435456 81884 ?       Sl   11:14   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40726 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {561ed3fe-981b-42cc-9b5a-0e86c8db81b8} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 20 tab
himanshu   14290  0.0  0.5 2435456 82128 ?       Sl   11:14   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40726 -prefMapHandle 1:271230 -jsInitHandle 2:242716 -parentBuildID 20251106203603 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e344c44e-4796-440e-947b-1ecbacb4e6e9} -parentPid 3965 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 21 tab
root       14686  0.0  0.0      0     0 ?        I    11:15   0:00 [kworker/9:0-mm_percpu_wq]
root       15552  0.0  0.0      0     0 ?        I    11:17   0:00 [kworker/7:0-mm_percpu_wq]
root       16361  0.0  0.0      0     0 ?        I    11:18   0:00 [kworker/1:2-mm_percpu_wq]
himanshu   16398  0.0  0.4 948144 64552 ?        Sl   11:18   0:00 /usr/bin/qterminal
himanshu   16405  0.0  0.0  10472  6492 pts/1    Ss+  11:18   0:00 /usr/bin/zsh
root       16648  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/0:1-dio/nvme0n1p6]
root       16919  0.0  0.0      0     0 ?        I<   11:19   0:00 [kworker/R-dio/nvme0n1p6]
root       16920  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/5:2-dio/nvme0n1p6]
root       16929  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/8:0-mm_percpu_wq]
root       16930  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/10:0-events]
root       16931  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/2:0-events]
root       16948  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/3:1-events]
root       16949  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/6:0-mm_percpu_wq]
himanshu   17047  0.6  0.0  14140  7956 pts/2    Ss   11:19   0:02 /usr/bin/zsh
root       17095  0.1  0.0      0     0 ?        I    11:19   0:00 [kworker/11:1-events]
root       17096  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/4:2-dio/nvme0n1p6]
root       18089  0.0  0.0      0     0 ?        I    11:21   0:00 [kworker/9:1]
root       19272  0.0  0.0  16808  6756 ?        S    11:23   0:00 systemd-userwork: waiting...
root       19450  0.0  0.0  16808  6788 ?        S    11:24   0:00 systemd-userwork: waiting...
root       19549  0.0  0.0  16808  6760 ?        S    11:24   0:00 systemd-userwork: waiting...
himanshu   20491  0.0  0.0   9808  4480 pts/2    R+   11:25   0:00 ps aux
